,0
2481,1997
2482,1995
2483,1991
2484,1994
2485,1995
2486,1992
2487,1993
2488,2004
2489,
2490,1990
2491,1997
2492,1993
2493,1998
2494,1998
2495,1992
2496,1996
2497,1961
2498,1998
2499,
2500,1991
2501,
2502,2002
2503,1997
2504,1994
2505,
2506,1995
2507,
2508,
2509,1995
2510,1993
2511,
2512,1996
2513,1994
2514,1996
2515,1995
2516,
2517,
2518,1999
2519,1992
2520,
2521,2000
2522,
2523,1998
2524,1999
2525,1993
2526,1996
2527,1996
2528,
2529,
2530,1972
2531,1996
2532,1996
2533,1997
2534,2001
2535,1999
2536,
2537,1994
2538,1998
2539,1993
2540,
2541,1994
2542,1995
2543,1994
2544,1992
2545,1991
2546,1998
2547,
2548,1999
2549,1990
2550,
2551,1999
2552,
2553,1997
2554,1982
2555,1996
2556,
2557,1968
2558,
2559,1993
2560,2003
2561,1992
2562,1993
2563,1996
2564,1998
2565,
2566,
2567,1992
2568,1998
2569,1997
2570,1999
2571,
2572,1992
2573,1994
2574,
2575,
2576,1996
2577,1995
2578,1995
2579,1994
2580,1998
2581,
2582,1997
2583,1992
2584,1991
2585,1999
2586,1995
2587,1996
2588,1996
2589,1996
2590,
2591,1990
2592,
2593,1998
2594,1998
2595,
2596,
2597,1989
2598,
2599,1990
2600,1991
2601,1996
2602,1994
2603,1971
2604,
2605,
2606,
2607,1999
2608,
2609,1994
2610,1994
2611,
2612,
2613,1999
2614,1995
2615,
2616,
2617,1997
2618,1998
2619,1998
2620,1981
2621,
2622,1997
2623,1994
2624,
2625,
2626,1997
2627,1992
2628,
2629,1995
2630,
2631,1999
2632,1991
2633,1993
2634,1992
2635,
2636,1992
2637,2005
2638,1998
2639,1996
2640,1990
2641,1991
2642,1994
2643,1993
2644,1997
2645,
2646,1993
2647,1999
2648,1997
2649,1994
2650,2001
2651,1996
2652,1999
2653,1996
2654,1991
2655,
2656,1997
2657,
2658,1980
2659,
2660,1997
2661,
2662,1995
2663,1997
2664,1991
2665,1997
2666,1997
2667,1997
2668,1999
2669,1996
2670,1993
2671,1999
2672,1996
2673,1999
2674,1998
2675,1994
2676,
2677,1998
2678,1998
2679,1995
2680,
2681,1997
2682,1994
2683,1999
2684,
2685,1996
2686,
2687,1993
2688,1994
2689,1957
2690,1954
2691,
2692,1993
2693,1996
2694,1995
2695,1997
2696,1993
2697,1994
2698,1999
2699,
2700,1994
2701,1993
2702,2001
2703,2005
2704,2003
2705,
2706,2004
2707,2007
2708,2008
2709,
2710,2004
2711,
2712,2008
2713,2003
2714,1964
2715,
2716,
2717,
2718,
2719,2006
2720,2006
2721,
2722,2006
2723,2009
2724,2002
2725,2000
2726,2002
2727,2006
2728,2006
2729,2004
2730,2004
2731,
2732,2003
2733,2008
2734,2001
2735,2007
2736,2001
2737,1967
2738,2003
2739,
2740,2008
2741,2001
2742,2005
2743,2008
2744,2007
2745,
2746,2008
2747,
2748,2001
2749,2001
2750,
2751,
2752,2008
2753,1949
2754,2006
2755,
2756,2000
2757,2005
2758,
2759,2001
2760,2000
2761,2001
2762,
2763,2009
2764,2004
2765,2005
2766,2004
2767,2008
2768,2003
2769,1993
2770,2001
2771,
2772,2008
2773,2007
2774,2001
2775,
2776,2000
2777,2002
2778,2005
2779,2000
2780,2004
2781,2006
2782,2005
2783,
2784,
2785,2008
2786,2005
2787,2008
2788,2001
2789,2014
2790,2002
2791,2003
2792,
2793,
2794,2004
2795,2009
2796,2003
2797,2004
2798,
2799,2004
2800,1996
2801,2001
2802,2008
2803,
2804,1995
2805,2004
2806,2005
2807,2007
2808,2001
2809,2008
2810,2009
2811,2008
2812,2000
2813,2009
2814,
2815,
2816,
2817,2001
2818,
2819,2009
2820,2005
2821,2008
2822,1985
2823,
2824,2002
2825,2001
2826,2001
2827,2002
2828,
2829,2009
2830,2008
2831,
2832,1992
2833,2004
2834,2008
2835,2001
2836,2004
2837,2006
2838,2008
2839,
2840,2009
2841,2008
2842,
2843,2009
2844,
2845,
2846,2008
2847,
2848,2009
2849,2006
2850,
2851,2002
2852,
2853,2002
2854,2005
2855,
2856,2008
2857,2006
2858,2006
2859,
2860,2004
2861,
2862,2007
2863,
2864,
2865,2009
2866,2012
2867,2007
2868,2005
2869,2002
2870,1991
2871,
2872,2008
2873,
2874,
2875,
2876,
2877,1970
2878,2008
2879,2001
2880,2003
2881,2003
2882,1967
2883,
2884,1983
2885,2000
2886,2004
2887,2001
2888,2001
2889,
2890,
2891,2002
2892,
2893,
2894,
2895,
2896,2001
2897,2006
2898,
2899,2007
2900,2001
2901,
2902,2001
2903,2002
2904,
2905,
2906,
2907,
2908,2008
2909,2002
2910,2001
2911,2005
2912,
2913,2001
2914,2008
2915,
2916,2008
2917,
2918,
2919,
2920,2003
2921,
2922,
2923,
2924,2004
2925,2009
2926,
2927,2008
2928,1996
2929,2007
2930,2004
2931,2006
2932,2008
2933,
2934,2001
2935,2006
2936,
2937,2003
2938,
2939,
2940,2001
2941,2002
2942,2007
2943,
2944,2004
2945,2008
2946,2009
2947,
2948,2007
2949,2006
2950,
2951,2006
2952,2002
2953,2000
2954,
2955,2000
2956,2005
2957,2005
2958,2007
2959,2006
2960,2007
2961,
2962,2005
2963,2006
2964,2006
2965,1994
2966,
2967,
2968,
2969,2000
2970,2005
2971,2006
2972,2005
2973,
2974,
2975,1963
2976,2010
2977,
2978,
2979,2009
2980,2007
2981,2003
2982,
2983,2004
2984,2007
2985,1990
2986,
2987,
2988,2007
2989,
2990,
2991,2005
2992,
2993,
2994,2006
2995,2007
2996,2006
2997,2006
2998,2006
2999,
3000,
3001,
3002,
3003,2009
3004,2009
3005,
3006,
3007,
3008,2005
3009,2005
3010,
3011,2001
3012,2005
3013,1993
3014,
3015,
3016,
3017,2001
3018,
3019,2011
3020,
3021,2016
3022,
3023,2012
3024,
3025,
3026,
3027,
3028,
3029,1957
3030,2015
3031,
3032,2011
3033,
3034,2013
3035,2014
3036,2016
3037,2011
3038,
3039,
3040,2011
3041,
3042,
3043,2015
3044,2014
3045,2014
3046,
3047,
3048,
3049,2016
3050,2011
3051,
3052,2011
3053,
3054,
3055,
3056,
3057,2014
3058,2013
3059,2016
3060,2015
3061,2014
3062,
3063,
3064,2010
3065,2015
3066,2012
3067,
3068,2002
3069,2011
3070,
3071,2016
3072,2010
3073,2014
3074,
3075,2013
3076,2014
3077,2014
3078,2012
3079,
3080,
3081,
3082,2010
3083,
3084,
3085,
3086,2012
3087,
3088,
3089,
3090,
3091,
3092,
3093,2012
3094,
3095,
3096,2014
3097,2013
3098,
3099,2011
3100,
3101,
3102,
3103,
3104,2012
3105,2014
3106,
3107,
3108,
3109,2012
3110,
3111,
3112,
3113,2013
3114,
3115,
3116,
3117,2010
3118,
3119,2012
3120,
3121,
3122,
3123,
3124,2013
3125,
3126,
3127,
3128,2014
3129,
3130,
3131,2011
3132,
3133,
3134,
3135,
3136,
3137,
3138,
3139,2015
3140,2003
3141,
3142,2014
3143,2012
3144,2012
3145,
3146,2015
3147,
3148,2014
3149,2016
3150,
3151,
3152,
3153,2014
3154,2013
3155,2014
3156,
3157,2015
3158,2013
3159,2010
3160,2014
3161,
3162,
3163,2014
3164,2015
3165,2018
3166,
3167,
3168,2015
3169,
3170,
3171,2011
3172,
3173,2014
3174,
3175,2012
3176,
3177,2014
3178,
3179,
3180,
3181,2016
3182,2014
3183,2015
3184,2010
3185,2009
3186,
3187,
3188,2015
3189,2016
3190,2014
3191,
3192,
3193,
3194,
3195,
3196,
3197,
3198,
3199,2012
3200,
3201,
3202,
3203,2011
3204,
3205,
3206,
3207,2013
3208,
3209,
3210,
3211,2011
3212,2015
3213,2013
3214,2015
3215,
3216,2014
3217,2012
3218,2011
3219,
3220,
3221,
3222,1995
3223,2015
3224,
3225,
3226,
3227,2015
3228,2011
3229,2011
3230,2010
3231,2013
3232,
3233,2015
3234,2014
3235,2011
3236,2014
3237,2011
3238,2018
3239,2008
3240,
3241,
3242,2013
3243,2014
3244,
3245,
3246,
3247,2015
3248,
3249,
3250,2010
3251,2014
3252,2012
3253,2012
3254,
3255,2010
3256,2010
3257,
3258,
3259,2009
